         6313134 function calls (6265562 primitive calls) in 8.094 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1679(TimelikeOps)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 rolling.py:109(BaseWindow)
        1    0.000    0.000    0.000    0.000 decorators.py:872(compile)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:124(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 array_manager.py:689(ArrayManager)
        4    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:24(DataManager)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       39    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:953(_LocIndexer)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        4    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        3    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:896(acquire)
        2    0.000    0.000    0.000    0.000 _optional.py:64(import_optional_dependency)
        5    0.000    0.000    0.000    0.000 getlimits.py:658(min)
        1    0.000    0.000    0.000    0.000 grouper.py:424(Grouping)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
       16    0.000    0.000    0.000    0.000 config.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2757(GenericFixed)
        1    0.000    0.000    0.000    0.000 base.py:35(ExtensionDtype)
        2    0.000    0.000    0.000    0.000 methods.py:120(_add_methods)
        1    0.000    0.000    0.000    0.000 ops.py:82(Term)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:155(_candidate_tempdir_list)
        2    0.000    0.000    0.000    0.000 utilities.py:173(list_gcd)
        1    0.000    0.000    0.000    0.000 stata.py:2993(StataWriter117)
        1    0.000    0.000    0.000    0.000 frequencies.py:199(_FrequencyInferer)
        2    0.000    0.000    0.000    0.000 methods.py:14(_get_method_wrappers)
        9    0.000    0.000    0.000    0.000 accessor.py:124(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
       36    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       51    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
       43    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
       20    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
        3    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(det)
        6    0.000    0.000    0.000    0.000 _methods.py:42(_amin)
        6    0.000    0.000    0.000    0.000 __init__.py:1591(handle)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        5    0.000    0.000    0.000    0.000 os.py:754(encode)
       69    0.000    0.000    0.000    0.000 inspect.py:2548(name)
        2    0.000    0.000    0.000    0.000 calculator.py:568(directory)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1166(SingleArrayManager)
        3    0.000    0.000    0.000    0.000 fitpack2.py:258(_reset_class)
        3    0.000    0.000    0.000    0.000 decorators.py:852(_name)
       41    0.000    0.000    0.000    0.000 _decorators.py:252(future_version_msg)
        1    0.000    0.000    0.000    0.000 dtypes.py:807(PeriodDtype)
        5    0.000    0.000    0.000    0.000 config.py:781(is_instance_factory)
        3    0.000    0.000    0.000    0.000 blocks.py:128(maybe_split)
        1    0.000    0.000    0.000    0.000 ops.py:1118(BinGrouper)
        1    0.000    0.000    0.000    0.000 scope.py:87(Scope)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       24    0.000    0.000    0.000    0.000 function.py:37(__init__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
        1    0.000    0.000    0.000    0.000 floating.py:182(FloatingArray)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1530(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 lapack.py:896(get_lapack_funcs)
        1    0.000    0.000    0.000    0.000 grouper.py:49(Grouper)
       10    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:2581(Fixed)
        1    0.000    0.000    0.000    0.000 rolling.py:1148(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:628(_LocationIndexer)
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:160(<lambda>)
        2    0.000    0.000    0.000    0.000 vectors.py:5(get_reciprocal_vectors)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 dtypes.py:1012(IntervalDtype)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
       74    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _odfreader.py:17(ODFReader)
        1    0.000    0.000    0.000    0.000 surface.py:196(get_unique_terminations)
       39    0.000    0.000    0.000    0.000 digraph.py:1119(is_directed)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        1    0.000    0.000    0.000    0.000 base.py:171(SelectionMixin)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
        1    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
       20    0.000    0.000    0.000    0.000 inspect.py:2830(<genexpr>)
       30    0.000    0.000    0.000    0.000 typing.py:639(<genexpr>)
        6    0.000    0.000    0.000    0.000 abc.py:110(register)
        1    0.000    0.000    0.000    0.000 sql.py:2023(SQLiteDatabase)
       15    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:916(format)
        1    0.000    0.000    0.000    0.000 pytables.py:2263(DataCol)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.000    0.000 ops.py:211(Op)
        1    0.000    0.000    0.000    0.000 integer.py:236(IntegerArray)
        1    0.000    0.000    0.000    0.000 apply.py:98(Apply)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
       22    0.000    0.000    0.000    0.000 typing.py:919(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:421(usesTime)
        1    0.000    0.000    0.000    0.000 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:181(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:57(StringDtype)
       20    0.000    0.000    0.000    0.000 __init__.py:346(<genexpr>)
       12    0.000    0.000    0.000    0.000 types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 generic.py:11051(_doc_params)
       56    0.000    0.000    0.000    0.000 inspect.py:2552(default)
        1    0.000    0.000    0.000    0.000 apply.py:610(FrameApply)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:276(_ptp)
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 _openpyxl.py:31(OpenpyxlWriter)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        3    0.000    0.000    0.000    0.000 atom.py:20(getter)
        2    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.000    0.000 expr.py:776(Expr)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       22    0.000    0.000    0.000    0.000 config.py:774(inner)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 frozen.py:18(FrozenList)
        5    0.000    0.000    0.000    0.000 decorators.py:1195(_indent)
        4    0.000    0.000    0.000    0.000 spglib.py:978(_check)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:3776(product)
        1    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        2    0.000    0.000    0.000    0.000 atoms.py:1986(string2vector)
        1    0.000    0.000    0.000    0.000 ewm.py:708(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3111(signature)
        1    0.000    0.000    0.000    0.000 numeric.py:359(UInt64Index)
        1    0.000    0.000    0.000    0.000 info.py:99(BaseInfo)
        4    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
      8/5    0.000    0.000    0.000    0.000 decorators.py:1165(_flatten)
       12    0.000    0.000    0.000    0.000 __init__.py:903(release)
        5    0.000    0.000    0.000    0.000 cell.py:52(ascell)
       12    0.000    0.000    0.000    0.000 period.py:84(_field_accessor)
        2    0.000    0.000    0.000    0.000 dataclasses.py:539(_repr_fn)
        2    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
       17    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(product)
        1    0.000    0.000    0.000    0.000 __init__.py:1908(basicConfig)
        6    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:43(PythonParser)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyarrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calculator.py:671(set)
       45    0.000    0.000    0.000    0.000 inspect.py:2560(kind)
        1    0.000    0.000    0.000    0.000 pytables.py:1948(IndexCol)
        2    0.000    0.000    0.000    0.000 typing.py:693(__mro_entries__)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        1    0.000    0.000    0.000    0.000 _base.py:404(BaseExcelReader)
        6    0.000    0.000    0.000    0.000 __init__.py:119(getLevelName)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 atom.py:143(get_raw)
        5    0.000    0.000    0.000    0.000 atoms.py:641(get_initial_magnetic_moments)
       20    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 base.py:1327(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 numeric.py:344(Int64Index)
        1    0.000    0.000    0.000    0.000 integer.py:48(_IntegerDtype)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:3351(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 algorithms.py:1207(SelectN)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 __init__.py:58(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:649(update)
       12    0.000    0.000    0.000    0.000 __init__.py:791(filter)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:645(ExcelWriter)
        1    0.000    0.000    0.000    0.000 ops.py:1302(DataSplitter)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:528(TableBuilderVerboseMixin)
        6    0.000    0.000    0.000    0.000 __init__.py:628(usesTime)
       21    0.000    0.000    0.000    0.000 numeric.py:567(_argwhere_dispatcher)
        1    0.000    0.000    0.000    0.000 sql.py:1385(SQLDatabase)
        2    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        1    0.000    0.000    0.000    0.000 _misc.py:488(_Options)
        4    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blocks.py:1373(ExtensionBlock)
       24    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
        6    0.000    0.000    0.000    0.000 threading.py:1351(current_thread)
        1    0.000    0.000    0.000    0.000 info.py:228(DataFrameInfo)
        7    0.000    0.000    0.000    0.000 _decorators.py:93(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        2    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        2    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        2    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
       12    0.000    0.000    0.000    0.000 typing.py:992(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        6    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 string_.py:231(StringArray)
        1    0.000    0.000    0.000    0.000 pytables.py:97(BinOp)
        6    0.000    0.000    0.000    0.000 __init__.py:358(getMessage)
        2    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:68(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 html.py:151(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 merge.py:1708(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 rolling.py:558(BaseWindowGroupby)
        9    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 config.py:565(_get_root)
       22    0.000    0.000    0.000    0.000 expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 __init__.py:581(__init__)
        4    0.000    0.000    0.000    0.000 config.py:579(_get_deprecated_option)
       10    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 timedeltas.py:35(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 blocks.py:1681(NDArrayBackedExtensionBlock)
        2    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
        6    0.000    0.000    0.000    0.000 threading.py:1086(name)
        2    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.000    0.000 decorators.py:719(_lazy_compile)
        1    0.000    0.000    0.008    0.008 testing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        1    0.000    0.000    0.000    0.000 info.py:322(DataFrameInfoPrinter)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(roll)
        4    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        6    0.000    0.000    0.000    0.000 nanops.py:1617(make_nancomp)
        1    0.000    0.000    0.000    0.000 concat.py:310(_Concatenator)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        3    0.000    0.000    0.000    0.000 fitpack2.py:282(_set_class)
        9    0.000    0.000    0.000    0.000 typing.py:337(__repr__)
        1    0.000    0.000    0.000    0.000 merge.py:602(_MergeOperation)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
       12    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 indexers.py:40(BaseIndexer)
        1    0.000    0.000    0.000    0.000 info.py:459(DataFrameTableBuilder)
        2    0.000    0.000    0.000    0.000 nanops.py:996(_nanminmax)
        1    0.000    0.000    0.000    0.000 indexing.py:1380(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:45(BooleanDtype)
        5    0.000    0.000    0.000    0.000 generic.py:11054(<genexpr>)
        1    0.000    0.000    0.000    0.000 align.py:64(_filter_special_cases)
        1    0.000    0.000    0.003    0.003 graph.py:958(add_weighted_edges_from)
       13    0.000    0.000    0.000    0.000 extension.py:119(inherit_names)
        1    0.000    0.000    0.000    0.000 zipfile.py:2227(Path)
        2    0.000    0.000    0.000    0.000 symmetry.py:77(get_symmetry_operations)
        8    0.000    0.000    0.000    0.000 accessor.py:173(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
       13    0.000    0.000    0.000    0.000 typing.py:902(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 sql.py:795(SQLTable)
        2    0.000    0.000    0.000    0.000 config.py:242(__call__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
       16    0.000    0.000    0.000    0.000 extension.py:162(make_wrapped_arith_op)
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 accessors.py:140(DatetimeProperties)
        6    0.000    0.000    0.000    0.000 __init__.py:432(format)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 gratoms.py:95(set_surface_atoms)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1529(DatelikeOps)
        1    0.000    0.000    0.000    0.000 engines.py:46(AbstractEngine)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 pytables.py:55(Term)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(in1d)
        6    0.000    0.000    0.000    0.000 __init__.py:634(formatMessage)
        1    0.000    0.000    0.000    0.000 groupby.py:524(GroupByPlot)
       18    0.000    0.000    0.000    0.000 shape_base.py:1167(_tile_dispatcher)
        5    0.000    0.000    0.000    0.000 tempfile.py:229(_get_candidate_names)
       16    0.000    0.000    0.000    0.000 config.py:812(inner)
        1    0.000    0.000    0.000    0.000 accessor.py:216(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:13(PyxlsbReader)
        3    0.000    0.000    0.000    0.000 atom.py:84(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:1267(PandasDtype)
        1    0.000    0.000    0.000    0.000 apply.py:870(FrameRowApply)
       10    0.000    0.000    0.000    0.000 accessor.py:112(delegate_names)
        4    0.000    0.000    0.000    0.000 spglib.py:999(_set_no_error)
       21    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:4729(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4597(AppendableSeriesTable)
        3    0.000    0.000    0.000    0.000 atoms.py:480(get_array)
        2    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method spglib._spglib.error_message}
        1    0.000    0.000    0.000    0.000 describe.py:99(NDFrameDescriberAbstract)
        2    0.000    0.000    0.000    0.000 config.py:499(deprecate_option)
        1    0.000    0.000    0.000    0.000 calculator.py:587(label)
        1    0.000    0.000    0.000    0.000 reshape.py:53(_Unstacker)
        1    0.000    0.000    0.000    0.000 _odswriter.py:18(ODSWriter)
        1    0.000    0.000    0.000    0.000 cProfile.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:164(set_testing_mode)
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        1    0.000    0.000    0.000    0.000 info.py:403(TableBuilderAbstract)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:172(_has_code_flag)
        1    0.000    0.000    0.000    0.000 xml.py:196(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 blocks.py:1327(EABackedBlock)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 copy.py:226(_deepcopy_dict)
        8    0.000    0.000    0.000    0.000 typing.py:766(<genexpr>)
        3    0.000    0.000    0.000    0.000 atom.py:157(get)
        2    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        2    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        1    0.000    0.000    0.000    0.000 format.py:1923(EngFormatter)
        1    0.000    0.000    0.000    0.000 calculator.py:617(get_default_parameters)
        1    0.000    0.000    0.000    0.000 indexers.py:208(ExpandingIndexer)
       14    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.000    0.000 accessors.py:42(Properties)
        1    0.000    0.000    0.000    0.000 numeric.py:384(Float64Index)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        6    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 numeric.py:80(NumericArray)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        3    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 _json.py:138(Writer)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
        1    0.000    0.000    0.000    0.000 pytables.py:1836(TableIterator)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        3    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(insert)
        2    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        3    0.000    0.000    0.000    0.000 atoms.py:522(get_atomic_numbers)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        1    0.000    0.000    0.000    0.000 numeric.py:76(zeros_like)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:505(OpenpyxlReader)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 __init__.py:859(SubclassedDataFrame)
       29    0.000    0.000    0.000    0.000 inspect.py:2556(annotation)
        2    0.000    0.000    0.000    0.000 config.py:547(_select_options)
        6    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:515(PyTablesExpr)
        4    0.000    0.000    0.000    0.000 timedeltas.py:80(_field_accessor)
        1    0.000    0.000    0.000    0.000 format.py:931(DataFrameRenderer)
        5    0.000    0.000    0.000    0.000 generic.py:43(_check)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 common.py:77(IOHandles)
        1    0.000    0.000    0.000    0.000 _json.py:617(JsonReader)
        1    0.000    0.000    0.000    0.000 floating.py:42(FloatingDtype)
        1    0.000    0.000    0.000    0.000 pytables.py:2234(GenericIndexCol)
        2    0.000    0.000    0.000    0.000 dataclasses.py:575(_cmp_fn)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 indexing.py:128(IndexingMixin)
        1    0.000    0.000    0.000    0.000 pytables.py:263(FilterBinOp)
        4    0.000    0.000    0.000    0.000 _util.py:18(register_writer)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(InfinityType)
        5    0.000    0.000    0.000    0.000 __init__.py:144(__lt__)
        1    0.000    0.000    0.000    0.000 base_parser.py:118(BadLineHandleMethod)
        6    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 series.py:177(_coerce_method)
        1    0.000    0.000    0.000    0.000 multi.py:188(names_compat)
        1    0.000    0.000    0.000    0.000 __init__.py:476(__call__)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 base.py:193(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 concat.py:327(JoinUnit)
       14    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base.py:82(PandasObject)
        1    0.000    0.000    0.000    0.000 decorators.py:794(func)
        1    0.000    0.000    0.000    0.000 accessor.py:14(DirNamesMixin)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:29(CParserWrapper)
        1    0.000    0.000    0.000    0.000 _xlwt.py:21(XlwtWriter)
       15    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 format.py:1349(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 enum.py:971(__or__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:800(inner)
        1    0.000    0.000    0.000    0.000 ops.py:600(MathCall)
        1    0.000    0.000    0.000    0.000 _json.py:816(Parser)
        4    0.000    0.000    0.000    0.000 decorators.py:829(_count)
        1    0.000    0.000    0.000    0.000 pytables.py:4238(WORMTable)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 readers.py:765(TextFileReader)
        1    0.000    0.000    0.000    0.000 apply.py:1006(SeriesApply)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:15(_XlsxStyler)
        2    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
